Two-hundred(s), 200
One-hundred(s), 100
Fifty(s), 50
Twenty(s), 20
Ten(s), 10
Five(s), 5
Two(s), 2
One(s), 1
50 cent(s), 0.50
20 cent(s), 0.20
10 cent(s), 0.10
5 cent(s), 0.05
2 cent(s), 0.02
1 cent(s), 0.01
